ID,Title,Authors (IDs),Authors (names),Base texts (IDs),Base texts (names)
95389,Commentary on Nāgārjuna's Pañcākrama,87642,Rakṣitapada,95244,Pañcakrama
89118,Commentary on  Nāgārjuna;s Triskandhasūtra,85335,Jitāri,,
89251,Commentary on  Nāgārjuna's Triskandhasūtra,85364,Atīśa,,
94619,Commentary on Nāgeśa Bhaṭṭa's Vaiyākaraṇsiddhāta,86995,Kapiladeva Śāstri,92830,Vaiyākaraṇa(laghu)siddhāntamañjūṣā
92715,Commentary on Nandarāma Tarkavāgīśa's Ātmaprakāśikā,86283,Kāśīrāma,92591,Ātma(tattva)prakāśikā
92716,Commentary on Nandarāma Tarkavāgīśa's Sāṃkhyaprakāśikā,86283,Kāśīrāma,92592,Sāṃkhyaprakāśikā
94037,Commentary on Nandikeśvara's Liṅgadhāraṇacandrikā,86682,Śivakumāra Miśra,92152,Liṅgadhāraṇacandrikā
95290,Commentary on a Navatattvanirūpaṇa,87566,Netṛsiṃha Pārśvagaṇi,96064,Navatattvanirūpaṇa
90036,Commentary on Nemicandra Siddhāntin's Dravyasaṃgraha,85584,Malliṣeṇa,89082,Dravyasaṃgraha
93020,Commentary on Nemicandra's Dravyasaṃgraha,86338,Haṃsarāja,89082,Dravyasaṃgraha
93070,Commentary on Nemicandra's Dravyasaṃgraha,86361,Rāmacandra,89082,Dravyasaṃgraha
95460,Commentary on Nemicandra's Trilokasāra,87707,Sāgarasena,89081,Trilokasāra
91637,Commentary on Nijaguṇa Śivayogin's Vivekacintāmaṇi,86069,Śāntaliṅga Śivayogin,90705,Vivekacintāmaṇi
94532,Commentary on Nijaguṇa Śivayogin's Anubhavasāra,86941,Śivaputra Svāmī,90707,Anubhavasāra
94368,Commentary on Nṛsiṃha Sarasvatī's Vedāntaḍiṇḍima,86864,Y. Subrahmaṇya Śarman,90952,Vedāntaḍiṇḍimā
93247,Commentary on Nṛsiṃhāśrama's Advaitadīpikā,86423,Sadānanda Vyāsa,90968,Advaitadīpikā
95600,Commentary on Nṛsiṃhāśrama's Advaitadīpikā,87834,Sundara Rāja,90968,Advaitadīpikā
91381,Commentary on Nṛsiṃhāśrama's Tattvaviveka,85990,Nārāyaṇāśrama,90981,Tattvaviveka
94748,Commentary on Padmanābha's Padārthasaṃgraha,87103,Ananta Sūri,93061,Padārthasaṃgraha and Madhvasiddhāntasāra thereon
89570,Commentary on padya portion of Śaṃkara's Upadeśasāhasrī,85453,Bodhanidhi,88693,Upadeśasāhasrī
90670,Commentary on a Pañcasūtra,85779,Śivatilaka,88701,Pañcasūtra
94781,Commentary on Paramātmaprakāśa,85536,Bālacandra Sūri,88759,Paramātmaprakāśa
90637,Commentary on Parāśara Bhaṭṭa's Aṣṭaślokī,85762,Nārāyaṇa Muni,89662,Aṣṭaślokī
90944,Commentary on Parāśara Bhaṭṭa's Aṣṭaślokī,85885,Rāmānuja Muni,89662,Aṣṭaślokī
91357,Commentary on Parāśara Bhaṭṭa's Aṣṭaślokī,85981,Kastūri,89662,Aṣṭaślokī
94131,Commentary on Parāśara Bhaṭṭa's Aṣṭaślokī,86739,Prativādibhayaṅkar Anantācārya,89662,Aṣṭaślokī
94991,Commentary on Parāśara Bhaṭṭa's Aṣṭaślokī,87302,Govindārya,89662,Aṣṭaślokī
95064,Commentary on Parāśara Bhaṭṭa's Aṣṭaślokī,87367,Jiyār,89662,Aṣṭaślokī
95380,Commentary on Parāśara Bhaṭṭa's Aṣṭaślokī,87633,Rāghava Sūri,89662,Aṣṭaślokī
95563,Commentary on Parāśara Bhaṭṭa's Aṣṭaślokī,87803,Śrīnivāsācārya,89662,Aṣṭaślokī
91743,Commentary on Pārthasārathi Miśra's Śāstradīpikā,86100,Nārāyaṇa Bhaṭṭa,89357,Śāstradīpikā
93336,Commentary on Patañjali's Yogasūtras,86446,Jñānāmṛta,88183,Yogasūtra
94014,Commentary on Patañjali's Yogasūtras,86666,Vyaṅkatrau Rāmacandra,88183,Yogasūtra
94607,Commentary on Patañjali's Yogasūtras,86985,K.K.Kolhatkar,88183,Yogasūtra
95516,Commentary on Prabhākaragupta's Ardhyātmasāraśataka,87758,Śiromaṇi,95345,Adhyātmasāraśataka
89014,Commentary on Prajñākaragupta's Pramāṇavārttikālaṃkāra,85305,Manorathanandin,88859,Alaṃkāra
89210,Commentary on a Prajñāpāramitāhṛdayasūtra,85358,Jñānaśrīmitra,88211,Hṛdayasūtra
92526,Commentary on Prāmāṇya section of Raghunātha Śiromaṇi's  Tattvacintāmaṇidīdhiti,86220,Govinda Bhaṭṭa,90767,Tattvacintāmaṇidīdhiti
94184,Commentary on Prāmāṇyavāda section of Gadādhara's Gādādharī,86776,Koṭi Liṅgapuragoda Varmarāja,92258,Gādādharī
95465,Commentary on Praśastapāda's Padārthadharmasaṃgraha,85261,Śālikanātha Miśra,88455,Padārthadharmasaṃgraha
92355,Commentary on Praśna Upaniṣad,86201,Chalāri Nṛsiṃhācārya,96094,Praśnopaniṣad
92734,Commentary on Praśna Upaniṣad,86285,Bhāskara Rāya Dīkṣita,96094,Praśnopaniṣad
94867,Commentary on Praśna Upaniṣad,87207,Dāmodara Śāstrin,96094,Praśnopaniṣad
89319,Commentary on a Prasnavyakaranasutra,85384,Abhayadeva Sūri,96093,Praśnavyākaraṇasūtra
89846,Commentary on Pūjyapāda's Iṣṭopadeśa,85533,Āśādhara,88404,Iṣṭopadeśa with autocommentary
94690,Commentary on Pūjyapāda's Iṣṭopadeśa,87054,Viśuddhisāgara,,
94306,Commentary on Puṇyānanda's Kāmakalāvilāsa,86829,Mukunda Rāma,96013,Kāmakālavilāsa of Puṇyānanda
93334,Commentary on Rāghavānanda Sarasvatī's Tattvārṇava,86446,Jñānāmṛta,91589,Tattvārṇava on Vācaspati Miśra's Tattvakaumudī
92104,Commentary on Rāghavānanda's Tattvārṇava,86144,Rāmānanda Tīrtha,91589,Tattvārṇava on Vācaspati Miśra's Tattvakaumudī
91404,Commentary on Raghunātha Śiromaṇi's Ākhyātavāda,85998,Bhavānanda Siddhāntavāgīśa,90758,Ākhyāta(śakti)vāda
91650,Commentary on Raghunaṭha Śiromaṇi's Tattvacintāmaṇidīdhiti,86077,Govinda Bhaṭṭācārya Cakravartin,90767,Tattvacintāmaṇidīdhiti
91658,Commentary on Raghunātha Śiromaṇi's Nañvāda,86079,Rudra Nyāyavācaspati Bhaṭṭācārya,90762,Nañvāda
91902,Commentary on Raghunātha Śiromaṇi's Nañvāda,86116,Viśvanātha Nyāyasiddhānta Pañcānana,90762,Nañvāda
92551,Commentary on Raghunātha Śiromaṇi's Tattvacintāmaṇidīdhiti,86229,Nīlakaṇṭha,90767,Tattvacintāmaṇidīdhiti
92653,Commentary on Raghunātha Śiromaṇi's Tattvacintāmaṇidīdhiti,86268,Nārāyaṇa Tīrtha,90767,Tattvacintāmaṇidīdhiti
93366,Commentary on Raghunātha Śiromaṇi's Padārthatattvanirūpaṇa,86452,Kṛṣṇakānta Vidyāvāgīśa,90766,Padārthatattvanirūpaṇa
93393,Commentary on Raghunātha Śiromaṇi's Nañvāda,86458,Rāmanātha Bhaṭṭācārya,90762,Nañvāda
94974,Commentary on Raghunātha Śiromaṇi's Tattvacintāmaṇidīdhiti,87286,Govardhana,90767,Tattvacintāmaṇidīdhiti
95575,Commentary on Raghunātha Śiromaṇi's Tattvacintāmaṇidīdhiti,87813,Śrīrāma,90767,Tattvacintāmaṇidīdhiti
95800,Commentary on Raghunātha Śiromaṇi's Tattvacintāmaṇidīdhiti,88007,Yativārya,90767,Tattvacintāmaṇidīdhiti
89922,Commentary on Rāmānuja's Gadyatraya,85562,Periyavacchan Pillai,89483,Gadyatraya
90554,Commentary on Ramanuja's Gadyatraya,85717,Manāvala,89483,Gadyatraya
95432,Commentary on Rāmānuja's Gadyatraya,87683,Raṅgācārya,89483,Gadyatraya
89981,Commentary on Rāmānuja's Saraṇāgatigadya,85574,Sudarśana Sūri,89483,Gadyatraya
94320,Commentary on Rāmānuja's Śrībhāṣya,86837,Vāsudeva Śāstrin Abhyaṅkar,89485,Śrībhāṣya
89783,Commentary on Rāmānuja's Vedānta(tattva)sāra,85506,Vātsya Varada,89487,Vedānta(tattva)sāra
94897,Commentary on Rāmatāpanī Upaniṣad,87232,Dharaṇīdhara Panta,96103,Rāmatāpanīyopaniṣad
94714,Commentary on Ratnaśekhara Gaṇi's Sambandhasaptatikā,87071,Amarakīrti,90431,Sambodhasattari
94815,Commentary on Reṇuka's Siddhāntaśikhāmaṇi,87165,Bhoga Malleṣa,,
95607,Commentary on Rūpa Gosvāmin's Bhaktirasāmṛtasindhu,87841,Śyāma Nārāyaṇa Pāṇḍeya,90873,Bhaktirasāmṛtasindhu
94191,Commentary on Rūpa Gosvāmin's Upadeśāmṛta,86780,Bhaktivinoda Ṭhakkura,90877,Upadesāmṛta
93245,Commentary on Rupa Gosvami's Stavamala,86422,Baladeva Vidyābhūṣaṇa,90878,Stavamālā
94139,Commentary on Sadānanda Vyāsa's Mokṣadharmasāroddhāra,86744,Rāmasakala Miśra,93250,Mokṣadharmasāroddhāra
94075,Commentary on Sadāśiva Brahmendra's Siddhāntakalpāvalī,86702,T.K.Bālasubrahmanyam,92888,Siddhāntakalpāvalī  and Keśarāvallī thereon
89830,Commentary on a Ṣaḍdarśanasaṃgrahavṛtti,85525,Citsukha,96110,Ṣaḍdarśanasaṃgrahavṛtti
88252,Commentary on Saddharmapuṇḍarīkasūtra,85127,Vasubandhu,88153,Saddharmapuṇḍarīkasūtra
92477,Commentary on a Śaktivāda,86214,Jayarāma Tarkālaṃkāra,96111,Śaktivāda
89136,Commentary on Śākyamati's Pramāṇavārttikaṭīkā,85346,Kalyāṇa Candra,88625,Ṭīkā on Dharmakīrti's Pramāṇavārttika
89271,Commentary on Samantabhadra's Āptamīmāṃsā,85367,Prabhācandra,88152,Ratnakaraṇḍasūtra
92480,Commentary on Śaṃkara Bhaṭṭa's Mīmāṃsāsārasaṃgraha,86216,Keśava Agnicit,91367,Mīmāṃsāsārasaṃgraha
90482,Commentary on Śamkārācārya’s Viṣṇusāhasranāmabhāṣya,85692,Brahmānanda Bhāratītīrtha,,
95078,Commentary on Śaṃkarānanda's Ātmapurāṇa,87380,Kākārāma,90003,Ātmapurāṇa
90045,Commentary on Śaṃkara's Aitareyopaniṣadbhāṣya,85588,Ānandagiri,88629,Bhāṣya
90971,Commentary on Śaṃkara's Aitareyopaniṣadbhāṣya,85902,Nṛsiṃhāśrama,88629,Bhāṣya
92345,Commentary on Śaṃkara's Aitareyopaniṣadbhāṣya,86200,Bālakṛṣṇānanda Sarasvatī,88629,Bhāṣya
95266,Commentary on Śaṃkara's Aitareyopaniṣadbhāṣya,87541,Narasiṃhācārya,88629,Bhāṣya
91881,Commentary on Śaṃkara's Ajñānabodhinī,86114,Svayamprakāśa Muni,88630,Ajñānabodhinī
91130,Commentary on Samkara's Aparokṣānubhūti,85928,Madhusūdana Sarasvatī,88632,Aparokṣānubhūti
90046,Commentary on Samkara's Atmabodha,85588,Ānandagiri,88633,Ātmabodha
92092,Commentary on Śaṃkara's Ātmabodha,86144,Rāmānanda Tīrtha,88633,Ātmabodha
94677,Commentary on Śaṃkara's Ātmabodha,87042,Harṣānandapuri,88633,Ātmabodha
95384,Commentary on Śaṃkara's Ātmabodha,87637,Raghunātha Sarasvatī,88633,Ātmabodha
93199,Commentary on Śaṃkara's Ātmajñānopadeśa,86409,Rāmacandra,88634,Ātmajñānopadeśa
93506,Commentary on Śaṃkara's Ātmānātmaviveka,86497,Viśveśvara Paṇḍita,88635,Ātmānātmaviveka
94568,Commentary on Śaṃkara's Bhagavadgītābhāṣya,86962,Cinmayānanda,88637,Bhagavadgitābhāṣya
94681,Commentary on Śaṃkara's Bhājagovinda,87046,S. Geethamani Amma,88638,Bhajagovinda
94682,Commentary on Śaṃkara's Bhājagovinda,87047,S. Sobhani,88638,Bhajagovinda
90733,Commentary on Śaṃkara's Brahmasūtrabhāṣya,85811,Viśvaveda,88641,Brahmasūtrabhāṣya
94314,Commentary on Śaṃkara's Brahmasūtrabhāṣya,86836,Raghuvaradāsa Vedāntin,88641,Brahmasūtrabhāṣya
90054,Commentary on Śaṃkara's Dakṣiṇāmūrtyaṣṭaka,85588,Ānandagiri,88644,Dakṣiṇāmūrtistotra
90292,Commentary on Śaṃkara's Dakṣiṇāmūrtyaṣṭaka,85636,Vidyāraṇya,88644,Dakṣiṇāmūrtistotra
92773,Commentary on Śaṃkara's Dakṣiṇāmūrtistotra,86287,Nārāyaṇa Sarasvatī,88644,Dakṣiṇāmūrtistotra
95229,Commentary on Śaṃkara's Dakṣiṇāmūrtistotra,87505,Mohana Śarman,88644,Dakṣiṇāmūrtistotra
95360,Commentary on Śaṃkara's Dakṣiṇāmūrtistotra,87619,Pūrṇānanda Tīrtha,88644,Dakṣiṇāmūrtistotra
90055,Commentary on Samkara's Dasasloki,85588,Ānandagiri,88645,Daśaślokī
95588,Commentary on Śaṃkara's Gauḍapādakārikābhāṣya,87826,Śuddhānanda,88648,Bhāṣya on Māṇḍūkya Upaniṣad and Gauḍapāda's Māṇḍūkyakārikās
90058,Commentary on Śaṃkara's Haristuti,85588,Ānandagiri,88650,Haristuti
90951,Commentary on Śaṃkara's Kenopaniṣadbhāṣya,85891,Nṛsiṃha Sarasvatī,88656,Bhāṣya on Kena Upaniṣad
91518,Commentary on Śaṃkara's Kenopaniṣadbhāṣya,86036,Svayamprakāśānanda Sarasvatī,88656,Bhāṣya on Kena Upaniṣad
94096,Commentary on Śaṃkara's Kenopaniṣadbhāṣya,86713,Sītānātha,88656,Bhāṣya on Kena Upaniṣad
94516,Commentary on Śaṃkara's Kenopaniṣadbhāṣya,86935,Saccidānandendra Sarasvatī,88656,Bhāṣya on Kena Upaniṣad
90064,Commentary on Śaṃkara's Māṇdūkyopaniṣadbhāṣya,85588,Ānandagiri,,
90063,Commentary on Samkara's Manisapancaka,85588,Ānandagiri,88660,Manīṣāpañcaka
95338,Commentary on Śaṃkara's Manīṣāpañcaka,87602,Patañjali,88660,Manīṣāpañcaka
95862,Commentary on Śaṃkara's Manīṣāpañcaka,,,88660,Manīṣāpañcaka
92883,Commentary on Śaṃkara's Māyāpañcaka,86300,Sadāśiva Brahmendra,88662,Māyāpañcaka
90300,Commentary on Śaṃkara's Pañcīkaraṇa,85636,Vidyāraṇya,88671,Pañcīkaraṇa
94744,Commentary on Śaṃkara's Pañcīkaraṇa,87099,Ananta Rāma,88671,Pañcīkaraṇa
91884,Commentary on Śaṃkara's Paramārthasāra,86114,Svayamprakāśa Muni,88673,Paramārthasāra(saṃgraha)
88730,Commentary on Śaṃkara's Prapañcasāra,85227,Padmapāda,96091,Prapañcasāra
91286,Commentary on Śaṃkara's Sarvasiddhāntasaṃgraha,85963,Govinda Śeṣa,88679,Sarvasiddhāntasaṃgraha
90071,Commentary on Śaṃkara's Śataślokī,85588,Ānandagiri,88681,Śataślokī
95894,Commentary on Śaṃkara's Śivānandalaharī,,,88684,Śivānandalaharī
90073,Commentary on Samkara's Svatmanirupana,85588,Ānandagiri,88687,Svātmanirūpaṇa
90978,Commentary on Śaṃkara's Śvetāśvataropaniṣadbhāṣya,85902,Nṛsiṃhāśrama,88689,Bhāṣya on Śvetāśvatara Upaniṣad
90081,Commentary on Samkara's Upadesapancaratna,85588,Ānandagiri,96169,Upadeśapañcarātra
93335,Commentary on Śaṃkara's Vākyasudhā,86446,Jñānāmṛta,88695,Vākyasudhā
94503,Commentary on Śaṃkara's Vivekacūḍāmaṇi,86926,Candraśekhara Bhāratī,88697,Vivekacūḍāmaṇi
88775,Commentary on Śaṃkarasvāmin's Nyāyapraveśa,85238,Haribhadra Sūri,88497,Nyāyapraveśa
89530,Commentary on Śaṃkarasvāmin's Nyāyapraveśa,85436,Pārśvadeva,88497,Nyāyapraveśa
94809,Commentary on Śāntisūri's Jīvavicāraprakaraṇa,87159,Bhavasundara,89361,Jīvavicāraprakaraṇa and Avacūri thereon
89029,Commentary on Sārdhatriśatīkālottarāgama,85314,Bhatta Rāmakāṇṭha,96121,Sārdhatriśatikālottarāgama
90862,Commentary on Sarvadeva's Pramāṇamañjarī,85853,Balabhadra Miśra,89787,Pramāṇamañjarī
95678,Commentary on Sarvadeva's Pramāṇamañjarī,87904,Vāmana Bhaṭṭa,89787,Pramāṇamañjarī
95364,Commentary on Sarvajñātman's Pañcaprakriyā,87620,Pūrṇavidyā Muni,89214,Pañcaprakriyā
90651,Commentary on Śaśadhara's Nyāyasiddhāntadīpa,85769,Jayadeva Pakṣadhara Miśra,90107,Nyāyasiddhāntadīpa
90576,Commentary on a Ṣaṣṭhīśataka,85727,Taporatna,96125,Ṣaṣṭhīśataka
93330,Commentary on Saubhāgya Upaniṣad,86446,Jñānāmṛta,96127,Saubhāgya(lakṣmī)upaniṣad
94929,Commentary on Saubhāgyalakṣmī Upaniṣad,87256,Gaṅgācaraṇa Vedāntavāgīśa,96127,Saubhāgya(lakṣmī)upaniṣad
95304,Commentary on Śeṣānta's Saptapadarthīcandrikā,87579,Nṛsiṃhācārya,90609,Padārthacandrikā on Śivāditya's Saptapadārthī
94103,Commentary on Siddhasena Divākara's Sanmatitarka,86719,Vīracandra Dīpacandra,88495,Sanmatitarka
95053,Commentary on Siddhasena Divākara's Sanmatitarka,87358,Jayasundaravijaya,88495,Sanmatitarka
95658,Commentary on Śivajñāna Yogi's Sivajñānabodham,87887,Vādivelu Chettiyar,93072,Cirrurai on Meykanta Tevar's Śivajñānabodham
89730,Commentary on Śivaśarman's Bandhaśtaka,85487,Candrasūri,89138,Bandhaśataka(prakaraṇa)
89877,Commentary on Śivaśarman's Bandhaśataka,85541,Udayaprabhā Sūri,,
94571,Commentary on Śivaśarman's Bandhaśataka,86965,Municandra Sūri,,
89874,Commentary on Śivaśarman's Karmaprakṛti,85541,Udayaprabhā Sūri,"89138, 89137","Bandhaśataka(prakaraṇa), Karmaprakṛti"
94930,Commentary on Skanda Upaniṣad,87256,Gaṅgācaraṇa Vedāntavāgīśa,96138,Skandhopaniṣad
89658,Commentary on (Śri)Cāndrasūri’s Kṣetrasamāsa,85475,Devabhadra,89716,Kṣetrasamāsa
95284,Commentary on Śrīdhara's Nyāyakandalī,87560,Navacandra,89119,Nyāyakandalī
91009,Commentary on Śrīharṣa's Khaṇḍakhaṇḍakhādya,85911,Padmanābha Miśra,89538,Khaṇḍanakhaṇḍakhādya
89808,Commentary on Śrīharṣa's Khaṇḍanakhaṇḍakhādya,85522,Gundayya Bhaṭṭa,89538,Khaṇḍanakhaṇḍakhādya
89648,Commentary on Śrīkaṇṭha's Ratnatrayapariksa,85472,Aghoraśivācārya,89211,Ratnatrayaparīkṣā
94046,Commentary on Śrīnivāsa's Yatīndramatadīpikā,86689,Nāthū Rāma Śarman,91642,Yatīndramatadīpikā
90643,Commentary on Śubhacandra's Jñānārṇava,85763,Vidyānandin,89433,Jñānārṇava
92155,Commentary on Śubhacandra's Jnanārṇava,86161,Nayavilāsa,89433,Jñānārṇava
95046,Commentary on Śubhacandra's Jñānārṇava,87351,Jayacandra,89433,Jñānārṇava
95515,Commentary on Śubhacandra's Jñānārṇava,87757,Siṃhanandin,89433,Jñānārṇava
94518,Commentary on Sureśvara's Naiṣkarmyasiddhi,86935,Saccidānandendra Sarasvatī,88817,Naiṣkarmyasiddhi
90080,Commentary on Sureśvara's Taittirīyopaniṣadbhāṣyavārttika,85588,Ānandagiri,88819,Vārttika on Śaṃkara's Taittirīyopaniṣadbhāṣya
94618,Commentary on Suvarṇabhāsasūtra,86994,Muktinātha Khanala,88278,Suvarṇa(pra)bhāṣāsūtra
93502,Commentary on Svaminarayana's Siksapatra,86495,Sahajananda,93078,Śikṣāpatra
90072,Commentary on a Svarūpanirṇaya,85588,Ānandagiri,96147,Svarūpanirṇaya
92064,Commentary on Taittirīya Upaniṣad,86134,Jayagopāla Bhaṭṭa,96149,Taittirīyopaniṣad
92736,Commentary on Taittirīya Upaniṣad,86285,Bhāskara Rāya Dīkṣita,96149,Taittirīyopaniṣad
93733,Commentary on Taittirīya Upaniṣad,86580,Gaṅgādhara Kaviratna Kavirāja,96149,Taittirīyopaniṣad
94787,Commentary on Taittirīya Upaniṣad,87138,Bālakṛṣṇa Draviḍārya,96149,Taittirīyopaniṣad
95275,Commentary on Taittirīya Upaniṣad,87550,Nārāyaṇa Muni,96149,Taittirīyopaniṣad
95572,Commentary on Taittirīya Upaniṣad,87810,Śrīnivāsa Yajvan,96149,Taittirīyopaniṣad
95693,Commentary on Taittirīya Upaniṣad,87916,Varada Tīrtha,96149,Taittirīyopaniṣad
92353,Commentary on Taittirīyopaniṣad,86200,Bālakṛṣṇānanda Sarasvatī,96149,Taittirīyopaniṣad
94805,Commentary on a Tarkabhāṣāprakāśikā by a son of Meghanādārya,87155,Bhaṭṭācārya,90405,Prakāśikā on Keśava Miśra's Tarkabhāṣā
93279,Commentary on Tarkagrantha,86433,Haranārāyaṇa,96152,Tarkagrantha
93333,Commentary on a Tattvacandra,86446,Jñānāmṛta,96154,Tattvacandra
94562,Commentary on Tattvaprakāśasvāmin's Tattvaprakāśa,86960,M. Aruṇācala,90597,Tattvaprakāśa
95087,Commentary on a Tattvasāra,87388,Kamalakīrti,96157,Tattvasāra
95535,Commentary on the Abhisamayālaṃkāra,87776,Smṛtijñāna Tīrtha,88231,Abhisamayālaṃkāra
90661,Commentary on the Ajitaśāntistava,85771,Merusundara Gaṇi,95921,Ajitaśāntistava
109712,Commentary on the Amarakoṣa,109711,Jātarūpa,41506,Amarakośa
94870,Commentary on the Aṣṭādaśasāhasrikāprajñāpāramitāsūtra,87209,Dāṃṣṭrasena of Kashmir,88102,Aṣṭādaśasāhasrikāprajñāpāramitāsūtra
89320,Commentary on the Aupapaṭikasūtra,85384,Abhayadeva Sūri,96168,Ubabaisūtra
90380,Commentary on the Bhagavadgītā,85655,Rāmakṛṣṇa,42214,Bhagavadgītā
93024,Commentary on the Bhagavadgītā,86339,Hariyaśomiśra,42214,Bhagavadgītā
93507,Commentary on the Bhagavadgītā,86497,Viśveśvara Paṇḍita,42214,Bhagavadgītā
94315,Commentary on the Bhagavadgītā,86837,Vāsudeva Śāstrin Abhyaṅkar,42214,Bhagavadgītā
95143,Commentary on the Bhagavadgītā,87436,Kṛṣṇa Sūri,42214,Bhagavadgītā
92080,Commentary on the Bhāgavatapurāṇa,86141,Rāmanārāyaṇa,42357,Bhāgavatapurāṇa
93231,Commentary on the Bhāgavatapurāṇa,86422,Baladeva Vidyābhūṣaṇa,42357,Bhāgavatapurāṇa
89523,Commentary on the Darśanaśuddhi,85433,Haribhadra,"95955, 89383","Bandhavāṃṛta, Darśanaśuddhi"
88244,Commentary on the Daśabhūmikāsūtra,85127,Vasubandhu,88132,Daśabhūmikasūtra
89392,Commentary on the Devendranārakendraprakaraṇa,85401,Municandra Sūri,95979,Devendranārakendraprakaraṇa (Cirantana)
93230,Commentary on the Gopālatāpanīya Upaniṣad,86422,Baladeva Vidyābhūṣaṇa,95990,Gopālatāpanīyopaniṣad
95351,Commentary on the Hṛdayasūtra,87615,Praśāstrasena,88211,Hṛdayasūtra
92880,Commentary on the Kramadīpikā,86300,Sadāśiva Brahmendra,90263,Kramadīpikā on the Tattvasamāsa
93286,Commentary on the Laghubhāgavatāmṛta,86436,Savai Jayasiṃha,96031,Laghubhagatāmṛta
95581,Commentary on the Mahāvairocanasūtra,87819,Śubhākarasiṃha,88708,Mahāvairocanasūtra
92749,Commentary on the Mahāvākyāni,86286,Vāsudevendra Yogin,96040,Mahāvākyāni
88503,Commentary on the Nettiprakarana,85175,Dharmapāla,88031,Nettippakaraṇa
94871,Commentary on the Pañcaviṃśatisāhasrikāprajñāpāramitāsūtra,87209,Dāṃṣṭrasena of Kashmir,88101,Pañcaviṃśatisāhasrikāprajñāpāramitāsūtra
89318,Commentary on the Paramāṇukaṇḍaṣaṭtriṃśikā,85384,Abhayadeva Sūri,95877,Paramāṇukhaṇḍaṣaṭtriṃśikā
93414,Commentary on the Parātriṃśikā,86468,Lāsaka,96083,Parātriṃśikā
91161,Commentary on the Pratyakṣa chapter of Gaṅgeśa's Tattvacintāmaṇi,85932,Guṇānanda Vidyāvāgīśa,90147,Tattvacintāmaṇi
89678,Commentary on the Rajaprasniyasutra,85479,Malayagiri,96101,Rājapraśnīyasūtra
95667,Commentary on the Ratnagotravibhāga-Uttaratantra,87895,Vairocanarakṣita,88356,Ratnagotravibhāga Uttaratantra
88602,Commentary on the Saddharmapuṇḍarīkasūtra,85207,Pṛthvībandhu,88153,Saddharmapuṇḍarīkasūtra
88239,Commentary on the Saṃdhinirmocanasūtra,85125,Asaṅga,88189,Saṃdhinirmocanasūtra
94872,Commentary on the Śatasāhasrikāprajñāpāramitāsūtra,87209,Dāṃṣṭrasena of Kashmir,88100,Śatasāhasrikāprajñāpāramitāsūtra
89961,Commentary on the Talavakara Upaniṣad,85566,Madhva,96150,Talavakāropaniṣad
94136,Commentary on the Tattvasamāsa,86741,Kiśorī Lāla Gosvāmin,90105,Tattvasamāsa
89324,Commentary on the Upāsakadāsasūtra,85384,Abhayadeva Sūri,96172,Upāsakasūtra
92980,Commentary on the Vaisnavopanisad,86323,Upaniṣad Brahmayogin,96175,Vaiṣṇavopaniṣad
95528,Commentary on Tirukadavur Uyyavendur's Tirukalittupadiyar,87769,Śivaprakāśa,95620,Tirukalittupadiyar
94840,Commentary on Tiruviyalur Uyyavandur's Tiruvundiyar,87188,Cidambara Tambirān,95627,Tiruvundiyar
91266,Commentary on Tripurā Upaniṣad,85954,Appayya Dīkṣita,96162,Tripuropaniṣad
92737,Commentary on Tripura Upaniṣad,86285,Bhāskara Rāya Dīkṣita,96162,Tripuropaniṣad
94931,Commentary on Tripurā Upaniṣad,87256,Gaṅgācaraṇa Vedāntavāgīśa,96162,Tripuropaniṣad
95615,Commentary on Trivikrama's Daśaprakaraṇa,87849,Ṭīkācārya,95633,Daśaprakaraṇa
90253,Commentary on Udayana's Ātmatattvaviveka,85626,Vardhamāna,89090,Ātmatattvaviveka
90698,Commentary on Udayana's Ātmatattvaviveka,85798,Narahari Upādhyāya,89090,Ātmatattvaviveka
90881,Commentary on Udayana's Ātmatattvaviveka,85859,Bhagīratha Ṭhakkura,89090,Ātmatattvaviveka
89621,Commentary on Udayana's Kiraṇāvalī,85462,Varadarāja,89096,Kiraṇāvalī
92279,Commentary on Udayana’s Kiraṇāvalī,86189,Gadādhara Bhaṭṭācārya,,
93292,Commentary on Udayana's Kiraṇāvalī,86438,Kṛṣṇa Bhaṭṭa Ārḍe,89096,Kiraṇāvalī
94432,Commentary on Udayana's Lakṣaṇamālā,86892,Śaśinātha Jhā,89091,Lakṣaṇamālā
95203,Commentary on Udayana's Lakṣaṇāvalī,87483,Mahādeva Somayājin,89092,Lakṣaṇāvalī
91060,Commentary on Udayana's Nyāyakusumāñjalī,85916,Vāmadhvaja,89093,Nyāyakusumāñjali
93782,Commentary on Udayana's Nyāyakusumāñjali,86595,Śivacandra,89093,Nyāyakusumāñjali
95348,Commentary on Udbhaṭasiddhasvāmin's Viśeṣastava,87612,Prajñāvarman,88119,Viśeṣastava
95084,Commentary on Umāpati Śivācariar's Neñcuvitututu,87385,Kalyāṇa Sundara Mudāliyar,90129,Neñcuvitututu
94579,Commentary on Umāpati Śivācāriyār's Tiruvaruṭpayan,86972,K. Vajravelu Mudaliyar,90136,Tiruvarutpayan
94623,Commentary on Umāpati Śivacariyar's Saṅkarpanirākaraṇa,86999,N. Murugeṣa Mudaliyar,90132,Sankarpanirākaraṇam
95199,Commentary on Umāpati Śivacariyar's Śivaprakāśam,87479,Madurai Śivaprakāśar,90135,Śivaprakāśa
